logical_group_id,partition,test_domain,class_index,class_name,support,precision,recall,f1
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,0,Chat,2094,0.680335097001764,0.736867239732569,0.707473635946813
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,1,Cloud,2573,0.914221218961625,0.787019043917606,0.845864661654135
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,2,Collaborative,3558,0.57334581772784,0.516301292861158,0.543330375628512
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,3,ConnCheck,92,0.622950819672131,0.41304347826087,0.496732026143791
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,4,Database,200,0.946341463414634,0.97,0.958024691358025
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,5,Download,368,0.674157303370786,0.652173913043478,0.662983425414365
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,6,Email,172,0.758620689655172,0.63953488372093,0.694006309148265
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,7,Network,38836,0.986418998114458,0.996832835513441,0.991598575856151
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,8,SocialNetwork,1477,0.912148249828415,0.899796885578876,0.905930470347648
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,9,SoftwareUpdate,377,0.710280373831776,0.403183023872679,0.514382402707276
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,10,System,462,0.28125,0.0194805194805195,0.0364372469635627
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,11,Unspecified,3314,0.973284760170006,0.967410983705492,0.970338983050847
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,12,VoIP,763,0.375074537865236,0.82437745740498,0.515573770491803
cross_session__matched_flow_stats__random_forest,s1_to_s2,outer,13,Web,49102,0.955114865140572,0.953403120035844,0.954258224958213
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,0,Chat,1891,0.605868358445678,0.808038075092544,0.692499433491956
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,1,Cloud,3205,0.847628023876846,0.841809672386896,0.844708829054477
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,2,Collaborative,3074,0.591000865301413,0.666558230318803,0.626509707995719
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,3,ConnCheck,189,0.839416058394161,0.608465608465608,0.705521472392638
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,4,Database,127,0.96875,0.976377952755906,0.972549019607843
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,5,Download,283,0.502525252525252,0.703180212014134,0.586156111929308
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,6,Email,219,0.961325966850829,0.794520547945205,0.87
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,7,Network,45611,0.997828756908501,0.997500602924733,0.997664652932341
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,8,SocialNetwork,2406,0.88370253164557,0.928512053200332,0.905553303607621
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,9,SoftwareUpdate,360,0.778135048231511,0.672222222222222,0.721311475409836
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,10,System,768,0.990967741935484,1,0.995463383020091
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,11,Unspecified,2366,0.942094455852156,0.969568892645816,0.95563424286607
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,12,VoIP,806,0.804639804639805,0.817617866004963,0.811076923076923
cross_session__matched_flow_stats__random_forest,s2_to_s1,inner,13,Web,61588,0.966614251427626,0.948204195622524,0.957320721621599
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,0,Chat,1891,0.564112437427801,0.774722369116869,0.652852049910873
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,1,Cloud,3205,0.84555712270804,0.74820592823713,0.793908293328919
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,2,Collaborative,3074,0.564964842555793,0.601171112556929,0.582505910165485
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,3,ConnCheck,189,0.822222222222222,0.391534391534392,0.530465949820789
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,4,Database,127,0.898550724637681,0.976377952755906,0.935849056603774
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,5,Download,283,0.332599118942731,0.53356890459364,0.409769335142469
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,6,Email,219,0.983050847457627,0.794520547945205,0.878787878787879
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,7,Network,45611,0.975620748116832,0.996711319637807,0.986053270865868
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,8,SocialNetwork,2406,0.87645407139992,0.908146300914381,0.892018779342723
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,9,SoftwareUpdate,360,0.596774193548387,0.513888888888889,0.552238805970149
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,10,System,768,1,0.0104166666666667,0.0206185567010309
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,11,Unspecified,2366,0.944329896907216,0.967878275570583,0.955959089960342
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,12,VoIP,806,0.692503176620076,0.676178660049628,0.684243565599498
cross_session__matched_flow_stats__random_forest,s2_to_s1,outer,13,Web,61588,0.958985340141657,0.945314022212119,0.952100606714746
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,0,Chat,2094,0.758490566037736,0.767908309455587,0.763170384432843
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,1,Cloud,2573,0.82080723729993,0.916828604741547,0.866164861391592
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,2,Collaborative,3558,0.402488108305891,0.618324901630129,0.48758865248227
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,3,ConnCheck,92,0.731481481481482,0.858695652173913,0.79
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,4,Database,200,0.946341463414634,0.97,0.958024691358025
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,5,Download,368,0.834319526627219,0.766304347826087,0.798866855524079
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,6,Email,172,0.833333333333333,0.668604651162791,0.741935483870968
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,7,Network,38836,0.999328876384192,0.996884334122979,0.998105108472872
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,8,SocialNetwork,1477,0.960090361445783,0.863236289776574,0.909090909090909
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,9,SoftwareUpdate,377,0.811550151975684,0.708222811671088,0.756373937677054
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,10,System,462,0.997821350762527,0.991341991341991,0.99457111834962
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,11,Unspecified,3314,0.976075105996366,0.972540736270368,0.974304715840387
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,12,VoIP,763,0.458492975734355,0.941022280471822,0.616573636753972
cross_session__matched_flow_stats__xgboost,s1_to_s2,inner,13,Web,49102,0.966561813246003,0.913649138527962,0.939360944763181
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,0,Chat,2094,0.708217913204063,0.732569245463228,0.72018779342723
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,1,Cloud,2573,0.942354665363947,0.749708511465216,0.835064935064935
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,2,Collaborative,3558,0.520325203252033,0.539629005059022,0.529801324503311
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,3,ConnCheck,92,0.531531531531532,0.641304347826087,0.58128078817734
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,4,Database,200,0.894009216589862,0.97,0.930455635491607
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,5,Download,368,0.699421965317919,0.657608695652174,0.677871148459384
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,6,Email,172,0.873015873015873,0.63953488372093,0.738255033557047
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,7,Network,38836,0.991204834769191,0.99245545370275,0.991829750003217
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,8,SocialNetwork,1477,0.917655268667132,0.890318212593094,0.903780068728522
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,9,SoftwareUpdate,377,0.761467889908257,0.440318302387268,0.557983193277311
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,10,System,462,1,0.00216450216450216,0.00431965442764579
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,11,Unspecified,3314,0.978924862553451,0.967109233554617,0.972981177899211
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,12,VoIP,763,0.399375,0.837483617300131,0.540837917900973
cross_session__matched_flow_stats__xgboost,s1_to_s2,outer,13,Web,49102,0.948350042618825,0.95167202965256,0.950008132064731
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,0,Chat,1891,0.575322283609576,0.826017979904812,0.678245766391663
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,1,Cloud,3205,0.885092127303183,0.824336973478939,0.853634894991922
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,2,Collaborative,3074,0.607354315986289,0.634027325959662,0.620404265478275
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,3,ConnCheck,189,0.827814569536424,0.661375661375661,0.735294117647059
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,4,Database,127,0.976377952755906,0.976377952755906,0.976377952755906
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,5,Download,283,0.463894967177243,0.749116607773852,0.572972972972973
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,6,Email,219,0.977777777777778,0.80365296803653,0.882205513784461
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,7,Network,45611,0.997982411894998,0.997719848282213,0.997851112816577
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,8,SocialNetwork,2406,0.920674064940403,0.931005818786367,0.925811117999587
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,9,SoftwareUpdate,360,0.780487804878049,0.711111111111111,0.744186046511628
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,10,System,768,0.994818652849741,1,0.997402597402597
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,11,Unspecified,2366,0.974786324786325,0.96407438715131,0.969400764980875
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,12,VoIP,806,0.895483870967742,0.861042183622829,0.877925363693865
cross_session__matched_flow_stats__xgboost,s2_to_s1,inner,13,Web,61588,0.965851172273191,0.953838410079886,0.959807205293685
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,0,Chat,1891,0.559675550405562,0.766261237440508,0.646875
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,1,Cloud,3205,0.875143184421535,0.715132605304212,0.787087912087912
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,2,Collaborative,3074,0.49807178878671,0.54619388418998,0.521024049650892
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,3,ConnCheck,189,0.724409448818898,0.486772486772487,0.582278481012658
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,4,Database,127,0.861111111111111,0.976377952755906,0.915129151291513
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,5,Download,283,0.317857142857143,0.628975265017668,0.422301304863582
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,6,Email,219,0.877862595419847,0.525114155251142,0.657142857142857
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,7,Network,45611,0.989648935474733,0.995680866457653,0.992655737704918
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,8,SocialNetwork,2406,0.903413821815154,0.901911886949293,0.902662229617304
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,9,SoftwareUpdate,360,0.702205882352941,0.530555555555556,0.604430379746835
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,10,System,768,0.666666666666667,0.00520833333333333,0.0103359173126615
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,11,Unspecified,2366,0.939519469759735,0.958579881656805,0.948953974895397
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,12,VoIP,806,0.682716049382716,0.686104218362283,0.684405940594059
cross_session__matched_flow_stats__xgboost,s2_to_s1,outer,13,Web,61588,0.953670462483146,0.953221406767552,0.953445881751078
cross_session__prefix_stats__random_forest,s1_to_s2,inner,0,Chat,2094,0.696581196581197,0.778414517669532,0.735227785295444
cross_session__prefix_stats__random_forest,s1_to_s2,inner,1,Cloud,2573,0.863306744017404,0.92537893509522,0.893265803789158
cross_session__prefix_stats__random_forest,s1_to_s2,inner,2,Collaborative,3558,0.548849797023004,0.569983136593592,0.559216875775541
cross_session__prefix_stats__random_forest,s1_to_s2,inner,3,ConnCheck,92,0.723809523809524,0.826086956521739,0.771573604060914
cross_session__prefix_stats__random_forest,s1_to_s2,inner,4,Database,200,0.97,0.97,0.97
cross_session__prefix_stats__random_forest,s1_to_s2,inner,5,Download,368,0.762057877813505,0.644021739130435,0.698085419734904
cross_session__prefix_stats__random_forest,s1_to_s2,inner,6,Email,172,0.807142857142857,0.656976744186046,0.724358974358974
cross_session__prefix_stats__random_forest,s1_to_s2,inner,7,Network,38836,0.999458525642678,0.998094551447111,0.998776072868756
cross_session__prefix_stats__random_forest,s1_to_s2,inner,8,SocialNetwork,1477,0.954443614637789,0.865267433987813,0.907670454545455
cross_session__prefix_stats__random_forest,s1_to_s2,inner,9,SoftwareUpdate,377,0.797385620915033,0.647214854111406,0.714494875549048
cross_session__prefix_stats__random_forest,s1_to_s2,inner,10,System,462,0.982905982905983,0.995670995670996,0.989247311827957
cross_session__prefix_stats__random_forest,s1_to_s2,inner,11,Unspecified,3314,0.975617189881134,0.965902232951116,0.970735405610311
cross_session__prefix_stats__random_forest,s1_to_s2,inner,12,VoIP,763,0.648250460405157,0.922673656618611,0.761492698756084
cross_session__prefix_stats__random_forest,s1_to_s2,inner,13,Web,49102,0.957798089591568,0.947537778501894,0.952640307950613
cross_session__prefix_stats__random_forest,s1_to_s2,outer,0,Chat,2094,0.663731656184486,0.755969436485196,0.706854208528689
cross_session__prefix_stats__random_forest,s1_to_s2,outer,1,Cloud,2573,0.909452296819788,0.800233190827827,0.85135414513128
cross_session__prefix_stats__random_forest,s1_to_s2,outer,2,Collaborative,3558,0.559139784946237,0.511523327712198,0.534272713929253
cross_session__prefix_stats__random_forest,s1_to_s2,outer,3,ConnCheck,92,0.571428571428571,0.391304347826087,0.464516129032258
cross_session__prefix_stats__random_forest,s1_to_s2,outer,4,Database,200,0.946341463414634,0.97,0.958024691358025
cross_session__prefix_stats__random_forest,s1_to_s2,outer,5,Download,368,0.594752186588921,0.554347826086957,0.573839662447257
cross_session__prefix_stats__random_forest,s1_to_s2,outer,6,Email,172,0.76551724137931,0.645348837209302,0.700315457413249
cross_session__prefix_stats__random_forest,s1_to_s2,outer,7,Network,38836,0.985918003565062,0.996935832732516,0.991396307582004
cross_session__prefix_stats__random_forest,s1_to_s2,outer,8,SocialNetwork,1477,0.929228591648974,0.888964116452268,0.908650519031142
cross_session__prefix_stats__random_forest,s1_to_s2,outer,9,SoftwareUpdate,377,0.693693693693694,0.408488063660477,0.514190317195326
cross_session__prefix_stats__random_forest,s1_to_s2,outer,10,System,462,0.233333333333333,0.0151515151515152,0.0284552845528455
cross_session__prefix_stats__random_forest,s1_to_s2,outer,11,Unspecified,3314,0.979950647748304,0.958660229330115,0.969188529591214
cross_session__prefix_stats__random_forest,s1_to_s2,outer,12,VoIP,763,0.522138680033417,0.81913499344692,0.637755102040816
cross_session__prefix_stats__random_forest,s1_to_s2,outer,13,Web,49102,0.947582769380395,0.952445928882734,0.950008125457057
cross_session__prefix_stats__random_forest,s2_to_s1,inner,0,Chat,1891,0.566093006224826,0.817556848228451,0.668974469926439
